glacier_name, lat, lon, total_area 
Naduo,31.925,79.958,3.88
,34.066,79.831,0.41
Jiaji,29.471,96.281,22.81
,36.525,89.802,0.1
519,37.47,74.55,0.3
GCN07,-52.693,-73.102,2.36
,28.936,86.115,0.13
,33.007,76.908,0.301
,36.009,80.314,1.89
,35.24,80.799,0.19
/K KAIT,67.961,18.433,0.56
,60.894,-138.322,0.09
,31.945,94.82,0.09
35,41.67,78.9,1.65
,59.862,-136.548, 
,-43.888,170.022,0.079
No 20,50.031,87.496,1
,36.622,91.197,0.37
123,41.89,77.58,0.3
,47.5,-121.3,0.16
,57.338,-131.392,2.36
,27.972,86.536,0.42
,33.173,95.388,0.22
,-66.6221,-66.2474, 
,28.076,91.417,0.53
,34.935,73.499,0.55
,56.647,-131.415,0.5
,33.143,92.045,0.27
,37.792,75.002,0.13
,39.27,74.296,12.95
24,42.92,76.6,0.3
,29.338,92.483,0.3
,30.44,93.6,0.6
ROCHE DE CASSE,45.084,6.343,0.12
,70.36,-53.2,0.07
,30.069,81.038,0.38
34,67.6,128.18,0.53
ATUSHCANCHA 2,-10.401,-76.882,1.25
172,45.08,80.32,8
40,41.7,78.83,0.24
SUVOROVA,81.2,59.28,25.5
133,41.93,76.58,0.1
,-14.602,-69.377,1.03
40,43.05,83.43,0.27
422,61.05,171.83,0.3
160,39.85,72.23,0.1
,57.585,-131.517,0.06
MURADAYO,-11.836,-75.09,0.64
,36.372,78.784,0.75
,27.83,86.483,0.8
,30.913,82.588,0.5
,66.46,-53.41,0.1
,57.364,-129.294,0.08
,28.283,90.643,2.78
3,38.48,99.3,0.03
306,38.75,72.47,0.1
No 208,44.664,80.041,0.6
,47.967,-121.3,0.08
14,44.17,83.42,1.43
/VISTDL,62.636,7.878,0.1
,49.718,-125.784,0.32
,36.294,79.263,0.16
,59.893,-136.58, 
61,40.93,77.6,0.17
,59.834,-136.795, 
,36.081,79.325,0.16
3,44.27,82,0.03
,46.621,9.677,0.09
,30.531,91.999,0.19
,60.926,-138.878,0.12
34,42.82,82.35,0.29
,62.2,-48.83,293.04
,60.61,-44.65,0.09
DOMUYO    M,-36.609,-70.431,0.14
14,43.62,85.82,0.08
,60.089,-136.309, 
,61.008,-139.698,0.23
Sohm Glacier,-66.1151,-64.824, 
412,38.15,73.43,0.1
14,42.45,81.05,0.11
5,43.23,85.35,0.97
,30.544,90.811,0.13
,64.4,-51.1,0.36
,35.15,75.333,0.2
,35.784,79.823,3.34
Karalagash,44.829,80.185,1
,65.65,-52.91,0.35
,35.679,80.907,0.15
,61.76,-48.48,0.47
108,39.82,73.05,0.3
,57.127,-130.558,1.25
,-44.593,168.221,0.057
,-9.807,-77.179,0.06
,57.791,-128.869,0.08
448,42.45,75.64,1.5
,35.109,69.787,0.44
COL NOIR,42.837,-0.283,0.02
,57.426,-131.643,0.84
,38.88,71.741,0.01
,36.2,76.248,0.25
,0.37,-78.343,0.03
,30.132,95.311,1.6
,61.211,-139.872,0.27
,36.089,79.721,0.41
,36.003,79.518,1.83
,57.815,-132.532,0.11
,34.148,82.205,0.37
,29.006,87.368,0.3
,35.665,80.664,0.3
54,39.25,98.18,1.43
,36.859,74.766,0.759
72,38.68,71.92,0.1
16,43.73,88.42,0.63
,32.549,78.176,0.475
,57.44,-130.699,2.82
,28.775,93.56,0.02
57,80.18,47.47,0.4
,57.202,-130.564,0.72
,28.028,87.117,10.13
,61.26,-139.982,1.99
,37.674,74.999,0.89
21,43.12,83.75,0.69
,28.902,97.331,1.18
,-63.8753,-59.9059, 
,30.561,94.058,0.05
,36.337,82.862,0.76
367,42.05,79.78,1.9
,80.925,-94.9,0.76
,30.255,82.176,0.43
,56.839,-130.691,0.17
,80.31,-93.558,24.39
,-11.917,-75.972,1.06
,57.645,-131.885,0.16
,60.224,-136.502, 
,70.88,-51.9,0.6
60,65.15,146,0.5
,36.631,73.994,0.277
,31.024,80.355,0.05
,29.691,86.097,0.28
,36.282,76.384,0.34
/FYKANA,66.715,14.358,0.17
154,40.9,74.67,0.1
65,38.67,71.8,0.2
,35.862,72.719,1.207
No 291,49.521,86.862,0.8
,-43.825,169.591,0.03
,36.237,72.594,0.254
,28.243,85.613,4.99
,-13.228,-72.052,0.37
,30.942,93.828,22.02
,69.017,-144.333,2.85
3,42.72,83.37,0.21
PAULABREEN,77.7,17.35,164
Kvitisen E,78.075,21.572,15.3
,36.747,84.636,0.17
N84,62.765,176.177,0.25
,39.245,74.59,0.35
660A,43.22,42.07,0.3
26,42.97,94.43,0.14
,37.754,70.705,0.75
/ BOVRA,61.6,8.25,0.8
Cerro Mylodon,-49.083,-73.1,1.2
CORTI,46.242,9.958,0.12
/ULLSFJ,69.564,19.372,0.32
,-32.958,-69.609,1.37
,60.907,-139.337,0.55
50,44.75,80.48,0.11
Muzitage,36.381,87.203,71.7
,-62.645,-59.929,1.179
19,43.73,88.2,0.05
/MALSEV,68.632,18.381,0.24
,60.166,-138.156, 
,31.877,77.822,0.65
,30.391,80.709,4.38
218,39.22,70.57,0.2
78,42.09,70.43,0.1
,57.293,-129.793,0.71
,35.833,77.12,0.87
3,39.22,95.3,2.3
24,43.25,86.38,0.56
277,41.73,79.21,1
439,61.03,172.08,0.1
,29.233,82.808,0.4
,29.515,82.594,0.3
,67.433,-155.55,0.21
,38.949,73.978,1.07
,32.104,77.68,13.278
,30.326,95.899,14.25
27,42.45,80.58,0.15
No 77,49.941,87.064,0.6
104,38.38,72.23,0.2
,30.807,94.562,0.46
,31.558,78.567,3.15
,-49.593,69.465,0.112
,27.662,88.363,1.82
135,41.29,77.36,0.7
,30.517,86.454,0.34
,31.125,78.634,1.47
,35.907,76.428,2.18
,35.843,80.269,0.14
,32.307,86.977,0.29
,27.825,88.001,0.85
,35.123,76.099,0.59
,28.274,92.11,0.13
20,49.07,86.67,0.1
,56.775,-131.497,8.25
,35.697,72.339,0.133
187A,42.68,44.68,0.1
,-40.553,-71.605,0.043
,30.241,96.191,0.84
,30.763,93.772,0.06
,65.68,-52.7,0.62
,-43.491,170.576,0.063
,70.26,-54.1,2.22
,57.449,-128.64,0.08
,28.096,87.582,0.07
4,42.17,80.65,5.77
,36.522,77.981,0.72
,27.895,87.748,0.13
224,39.58,70.48,0.2
,56.843,-130.705,5.95
GROUPE,45.139,6.721,0.09
3,48.77,87.42,0.06
,30.228,95.433,0.1
,28.806,83.942,0.19
,57.037,-131.93,0.06
,29.003,85.038,0.09
,34.205,75.547,0.53
No 484,38.67,71.266,1.8
436,41.59,76.63,1.2
LISENSER,47.087,11.128,3.57
,-43.808,170.037,0.134
Sargir,44.579,80.168,1.9
436,41.81,77.91,0.7
76,39.28,69.76,0.4
33,40.97,77.5,0.21
Longxiazailongba,33.132,92.075,19.35
,66.234,-63.196,0.292
485,38.48,73.17,0.1
,33.861,79.737,1.058
,35.684,76.254,1.117
,32.526,79.413,0.18
83,38.95,67.92,0.2
MELIPILUN D,-39.056,-71.286,0.01
6,38.27,99.5,0.33
3,43.48,85.67,0.1
,30.342,81.334,0.13
KARO,80.63,59.48,45
Cumbre Cono S,-49.9,-73.433,1.5
,60.361,-138.288, 
,57.815,-132.46,0.34
,57.575,-129.921,0.17
No 213,44.644,80.005,2
322,41.36,77.81,2.7
364,38.74,72.9,0.1
,57.079,-131.324,1.27
,65.56,-52.21,13.64
,28.831,83.508,2.75
,77.34,-81.228,0.05
/K KAIT,67.967,18.45,0.83
7,39.85,71.93,0.8
,56.732,-130.755,0.12
181,41.1,77.93,0.2
230,40.9,75.58,0.1
,57.754,-128.494,0.05
,28.335,85.039,1.18
,36.82,84.932,0.32
671,38.93,68.35,1.6
,36.228,76.147,9.5
,57.334,-132.148,0.53
,-62.27,-59.105,30.869
,28.442,91.139,0.18
,35.935,81.128,0.43
,35.748,72.307,7.552
CHENQUE B,-36.623,-70.356,0.162
,34.97,78.209,0.76
1,38.25,70.37,0.1
,30.102,82.134,7.06
,31.929,94.832,0.18
,28.907,84.624,0.13
,33.401,91.376,0.59
/TAFJRD,62.167,7.65,0.25
,31.734,93.346,0.11
344,37.65,73.38,0.6
,33.473,87.662,0.06
Raundalsfonna S,78.053,22.27,2.4
,57.537,-129.845,0.03
,30.819,82.717,0.6
,34.801,80.278,1.39
610D,43.23,42.23,0.2
,36.089,79.168,1.95
,-34.883,-70.354,0.07
,28.438,97.753,0.23
,30.132,86.309,0.09
,58.327,-129.663,0.16
No 169,44.629,80.172,0.4
35,42.67,85.38,0.29
,27.529,88.216,1.36
33,76.28,64.23,28.6
,-33.026,-69.67,0.16
19,43.17,86.38,1.06
NEVES E,46.986,11.801,2.27
358B,42.9,43.5,0.2
559,42.81,77.23,1.3
194,38.93,68.38,0.1
,57.336,-130.572,0.07
,35.668,72.321,0.321
20,42.45,81.95,0.12
,-33.2,-69.824,0.1
3,44.53,80.48,0.1
,56.621,-131.402,0.04
,27.958,92.115,0.2
,35.773,75.183,11.192
,57.325,-130.679,0.02
,77.537,-81.128,3.96
,70.167,-69.173,0.888
,28.057,87.021,0.83
1,42.28,78.93,0.3
,57.821,-128.396,0.03
,29.711,95.021,0.9
,29.737,97.047,0.16
538,41.56,77.15,0.5
,61.111,-139.785,0.17
,63.75,-49.88,6.2
,37.268,86.005,0.14
234,37.83,73.05,0.8
,35.678,79.836,0.05
21,42.55,82.78,0.24
Aspero V,-47.875,-72.367,1.1
131,38.48,72.4,2.2
161,41.15,78.02,0.4
71,40.69,74.41,0.1
13,41.5,78.72,0.61
,30.241,85.218,0.11
4,38.95,72.35,2.2
3,43.13,87.3,0.13
16,50.98,89.63,1.4
112,49.77,86.73,0.2
,28.917,93.524,1.48
,36.627,77.385,1.14
STORVOLBREEN,77.533,16.233,3.2
GRIVOLETTA,45.604,7.274,0.13
,62.9,-49.53,143.44
33,42.08,81.12,5.21
,30.626,94.536,0.1
123,38.32,72.08,0.7
456,41.81,77.92,0.7
132,49.77,86.15,0.9
,-16.263,-68.173,0.03
,68.267,-148.483,0.1
5,43.25,86.7,0.1
,60.61,-44.86,0.08
,28.048,87.057,0.25
17,44.23,83.4,0.72
,31.754,93.407,0.06
MOTTISCIA,46.296,8.136,0.32
COMBALET,45.807,6.893,0.07
,34.358,80.267,1.44
,35.742,71.528,0.287
Esperanza,-29.32,-70.03,0.04
,31.128,81.401,0.21
,36.664,74.968,0.291
223,42.68,44.37,0.3
,-61.147,-54.022,3.007
,57.47,-129.792,0.03
20,44.55,80.72,0.35
,-34.867,-70.384, 
,61.188,-140.265,0.19
,36.464,78.178,0.31
20,39.03,67.58,0.4
,35.237,75.362,0.183
547,74.1,56.58,11.4
,34.775,82.409,6.74
NESDALSB /  LOEN,61.725,6.942,8
146,61.82,172.3,0.4
,31.006,82.553,0.48
376,42.44,74.99,2.3
,32.421,77.78,0.93
SASSA W,45.926,7.457,0.1
196,76.43,65.05,1.8
139,39.87,72.4,0.7
,-10.497,-75.975,0.13
,29.77,97.172,0.13
,30.765,82.75,0.9
,-43.108,171.105,0.038
,30.11,82.096,0.24
5,39.25,95.25,0.38
SIDELENGL. W,46.498,8.423,0.51
,57.155,-128.909,0.08
,66.41,-52.6,4.5
,30.219,96.841,0.06
,30.018,86.231,0.15
,29.828,90.555,0.3
,-9.735,-77.233,0.33
,29.75,82.703,1.05
,48.767,-121.267,0.18
,70.25,-51.1,0.45
,34.906,76.038,0.217
20,43.52,82.32,1.57
265E,42.72,44.13,0.5
7,43.85,83.8,0.33
111,36.77,71.78,0.8
,-61.48,-55.946,0.283
ZIRCON,-43.739,169.805,0.295
,36.293,91.755,0.12
93s,62.619,176.1,0.23
,29.688,86.508,0.15
649A,43.28,42.1,0.1
,-44.492,168.408,0.048
,46.41,8.289, 
,30.897,83.004,0.58
,30.845,78.951,4.43
6,40.72,76.93,0.08
,69.15,-145.2,1.4
AV LANGF /REINFD,70.128,21.692,0.41
,69.88,-54.03,1.88
LA FILA,-11.484,-76.436,0.09
RUN-1,38.02,71.63,0.7
,30.095,94.861,0.4
,35.237,80.948,12.99
,77.155,-79.145,38.32
,-44.373,168.587,0.1
3,49.07,87,0.26
,-62.591,-60.816,78.451
591,39.07,69.08,0.4
,27.724,89.428,1.769
,28.438,85.549,1.23
5,56.9,117.48,0.4
/KV_NAN,69.942,21.464,0.04
Jiangmeierganggalou,32.74,92.258,4.29
,36.66,78.011,0.04
/  SJOA,61.536,8.592,2.72
,30.355,80.877,2.65
,34.365,81.629,0.28
,56.627,-131.31,0.07
MIAGE,45.82,6.8,1.4
,56.761,-130.525,0.02
,36.411,82.317,0.18
,57.188,-129.063,0.11
,-11.5,-76.371,0.21
,60.341,-137.44, 
,33.973,79.556,1.058
No 466,38.497,71.331,2.7
,46.102,7.364,0.08
,29.002,97.519,2.28
,35.742,79.63,0.04
4,38.43,97.8,0.21
,35.701,72.783,0.262
12,40.97,76.87,0.06
,-33.961,-69.928,0.16
,35.729,80.633,0.16
KIBISHA,42.63,44.75,1.9
,56.967,-130.102,0.75
30,49.08,87.63,0.15
12,48.9,87.37,0.18
,32.546,93.63,0.77
,28.469,92.851,0.04
13,41.27,77.92,1.65
ABRASPUNGO,-1.44,-78.802,1.4
329,41.61,77.39,3.3
,28.736,98.009,0.89
,30.066,90.091,0.57
,-57.101,-26.786,0.24
VASILEVSKOGO,38.98,72.12,9.7
,35.154,78.89,0.73
,28.284,85.803,0.92
Huayruro,-13.793,-71.118,0.14
,35.747,78.854,0.36
JOHN INGLIS,-44.448,168.419,0.286
,57.451,-129.7,0.09
,-43.57,170.403,0.133
,35.714,82.388,0.17
,35.761,77.339,2.17
,29.193,82.599,0.11
,29.368,83.806,0.5
GRAN PILASTRO W,46.968,11.716,0.1
,34.904,74.552,0.135
,-43.971,169.77,0.075
,30.365,81.953,0.21
,39.053,73.831,1.99
196,42.08,76.09,0.2
69,41.08,77.47,0.81
,30.58,79.967,2.1
630,39,72.53,0.2
Yuzman,38.875,71.224,2.8
,57.654,-131.237,0.48
,28.427,91.145,0.02
,69.76,-54.21,3.32
177,42.11,73.3,0.2
137,42.26,79.64,0.4
,37.665,-119.177,0.14
,28.492,85.181,3.7
,35.47,82.03,0.27
30,39.23,73.15,0.4
,38.786,75.09,0.74
,29.829,81.204,2.32
/BJERKA,66.022,14.337,0.48
18,42.45,80.88,0.42
,57.238,-130.813,0.02
43,41.83,80.52,1.36
,60.15,-44.65,0.23
99,42.11,72.93,0.1
,31.022,79.299,3.37
,-10.514,-75.882,0.33
,31.502,83.362,0.28
,36.272,73.163,0.235
2,43.72,88.47,0.34
131,39.78,72.53,1
364,39.35,71.1,0.3
,61.791,-140.211,0.22
,30.138,90.214,0.3
,35.458,69.591,0.3
,28.55,84.112,11.17
ROSATSCH VAD. DA,46.463,9.852,0.17
,32.644,77.881,0.912
315,41.65,77.49,0.5
8,38.98,97.63,0.68
,45.955,7.788,0.47
OCHSENTALER,46.855,10.105,2.56
,59.721,-136.675, 
,29.966,90.096,1.7
CAJAPO,-9.816,-77.175,1.13
,-43.77,169.854,0.165
,32.323,78.968,0.02
232,42.17,79.68,0.4
CHACAICO N,-36.498,-70.397,0.02
,-14.667,-69.167,0.83
,56.697,-130.347,0.04
,33.019,76.786,0.988
,68.917,-144.917,0.26
,57.581,-129.841,0.03
,30.387,80.68,0.04
60s,62.741,176.282,0.25
,59.534,-138.109,1.78
10,43.1,87.4,0.03
ARKTIKRAZVEDKI,80.77,61.73,82.2
,60.264,-138.316, 
,46.12,8.027,0.11
AV SVI W / MELFD,66.58,13.739,1.11
,28.175,90.508,0.58
85,42.02,46.67,0.1
24,41.97,76.7,1.2
,35.081,73.591,0.134
44,49.02,85.75,0.1
,60.249,-137.842, 
,80.273,-92.792,0.42
/OTTA O,61.73,7.981,0.3
,66.4,-52.61,0.13
,66.38,-49.75,0.13
5,42.43,84.22,0.06
,30.676,88.528,2.46
,-16.3,-67.667,0.05
29,41.85,72.21,0.2
,34.052,79.216,0.778
,35.777,93.593,3.17
,65.88,-52.55,0.59
146,41.94,77.26,0.4
,36.637,73.935,4.209
,29.785,93.077,0.9
,-44.005,169.143,0.03
,61.072,-139.134,2.23
,29.86,88.332,2.7
,-33.474,-69.956,0.17
,29.189,96.448,1.68
,33.017,76.663,13.039
,36.105,77.109,0.23
,60.638,-135.556, 
,29.928,80.995,0.17
,36.974,75.291,0.171
1,44.12,82.75,0.03
,37.358,87.47,0.49
,-33.278,-69.835,0.79
,31.445,78.796,0.28
/STORVD,68.257,17.167,1.13
,-61.9643,-58.3436, 
5,80.52,54.88,2.2
31,39.52,96.43,1.6
,-15.848,-68.568,0.11
,28.719,83.559,0.13
3,42.12,79.18,0.4
Regongma,30.607,94.294,16.1
,60.336,-138.31, 
,69.63,-53.66,0.38
,34.699,99.584,0.24
,36.2,76.73,0.16
,58.332,-129.757,0.08
,33.436,92.369,1.54
84,39.73,72.03,0.2
,61.184,-139.678,0.2
,-28.73,-69.76,0.12
,27.833,92.332,0.15
No 55,75.828,107.656,2.3
,-40.5,-71.85,0.57
/VIRIHA,67.292,16.175,0.06
,28.925,97.604,0.8
,28.935,83.319,0.14
117,38.28,72.13,0.4
,65.8,-51.86,3.44
No 46,71.02,179,0.02
,32.837,77.695,0.132
,-44.492,168.426,0.061
31,80.22,53.65,17.5
25,38.87,67.58,0.2
,27.909,90.773,0.359
,27.981,87.87,0.28
15,43.35,84.88,0.67
,35.063,74.328,0.174
69,58.07,160.77,5.4
,-64.0856,-60.7106, 
285,74.63,56.35,1.8
,56.603,-131.567,0.02
,35.716,72.33,0.221
626,62.03,170.87,0.2
LANIN E,-39.636,-71.491,0.58
,30.648,95.227,8.55
Jiongla,30.585,94.543,89.3
,36.68,87.472,0.92
11,43.57,85.97,0.36
28,38.65,98.88,0.51
,-13.889,-70.805,0.33
,68.167,-149.817,2.93
,28.872,98.436,0.67
7,41.2,77.97,2.41
,56.986,-130.088,0.02
,60.124,-136.467, 
OKHODZHA,42.77,42.27,1.1
,36.272,91.79,0.18
,31.912,78.418,0.15
,28.872,84.357,5.65
56,43.33,84.75,0.11
46,42.8,86.77,0.69
,-32.507,-69.722,0.25
,34.887,74.711,3.653
7,42.62,81.3,0.65
,35.731,79.894,0.33
,30.843,91.937,0.03
,36.804,75.626,0.35
,27.724,88.289,0.28
,-60.691,-45.634,0.019
AV GROVB / GAULA,61.478,6.542,3
/ STRYN,61.845,7.15,0.06
,57.429,-129.778,0.03
,35.549,89.703,0.2
de la Horquilla,-49.25,-73.083,4.5
,61.186,-140.509,9.96
,36.457,73.717,0.164
3,38.38,96.02,0.06
,27.867,89.389,2.095
,59.733,-137.842, 
,35.905,76.901,0.35
,34.319,81.079,0.7
,34.847,78.397,0.05
,62.61,-49.31,127.64
522,74.02,56.82,0.5
,-40.572,-71.578,0.068
,-16.668,-67.803,2.52
13,43.2,85.78,0.37
,31.013,82.478,0.16
64,40.97,77.63,2.11
ARNESENBREEN,77.817,18.167,30
167,42.24,79.46,0.3
CRUZADA W,-36.838,-70.34,0.015
,57.464,-129.165,0.19
/STRAND,62.194,6.742,0.2
GRAND FOND,45.334,7.087,1.28
,27.83,87.055,2.46
6,81.58,58.42,6.2
,59.349,-137.652, 
,35.945,79.486,2.88
,28.435,97.77,0.16
1,37.57,102.23,0.3
,61.093,-139.73,0.05
,57.322,-129.415,0.02
,28.051,90.939,0.08
,47,13.282,0.06
,57.165,-128.98,0.03
,29.658,96.466,0.04
,-66.3026,-61.8706, 
,36.572,-118.557,0.02
,35.783,72.131,0.823
13,44.82,80.53,0.17
,28.107,85.468,0.42
3,38.07,96.4,0.31
108,42.26,79.77,0.3
,79,15.667,2.7
,31.792,78.038,0.24
152,55.85,160.32,1.3
,35.88,76.84,0.68
,63.33,-50.2,2.2
,29.444,93.603,0.8
22,41.5,78.78,0.18
Ancojahua,-14.959,-72.37,0.28
243,39.12,69.67,0.3
,70.56,-53.8,2.47
,28.229,90.492,0.18
,30.249,95.233,1
RUOPSOKP /KABTAJ,67.322,17.969,0.56
76,41.97,77.28,0.4
,38.56,74.698,0.12
,35.97,72.66,0.142
,59.118,-137.223, 
CORNI VENEZIA E,46.244,10.694,0.36
,57.267,-128.46,0.19
,32.561,79.327,0.05
,57.1,-131.818,3.77
,36.494,87.309,1.01
PLOMO GL,-32.953,-70.022,60.12
Langbu,30.306,90.442,0.6
,30.064,94.944,1.9
,-45.604,167.203,0.085
,68.1,-153.467,0.16
Ancahuachana,-13.518,-71.116,0.56
PADREIL,46.99,11.292,0.13
,61.11,-139.133,0.06
123,79.35,99.68,0.5
,35.9,92.433,0.2
,38.469,74.889,0.23
87,42.04,70.32,0.2
156,38.47,72.52,4.6
,-63.8088,-57.2252, 
,57.269,-131.156,0.26
,31.979,94.262,0.16
11,42.62,82.8,0.4
,46.057,10.571,0.08
,28.57,84.527,0.09
,31.066,82.42,0.64
,36.587,77.929,0.07
,28.525,90.646,0.57
SMALL GLACIER,78.553,-76.535,17.08
,28.816,90.243,0.35
14,44.07,84.1,1.04
/LYNGEN,69.622,20.744,0.36
TOTORILLAS,-1.482,-78.82,1
,33.291,101.092,0.3
432,38.02,73.47,0.1
,29.041,97.028,0.25
,30.751,79.998,0.53
,36.692,89.594,0.35
,29.378,92.815,0.26
,36.169,76.307,0.18
,45.837,7.092,0.05
546,38.8,72.92,0.3
408,39.2,72.48,0.2
,57.58,-128.696,0.08
2,41.9,81,0.27
,27.85,92.65,1.2
,57.333,-130.684,0.06
,36.327,83.057,1.34
192,42.87,78.03,0.1
,36.569,89.66,0.24
7,42.38,82.07,0.14
No 246,44.746,79.81,0.2
,57.064,-131.914,0.02
2,39.48,96.65,0.06
AV NFDJK /SEILAN,70.44,23.108,0.46
,61.645,-138.236, 
,36.437,89.886,0.4
474,41.72,77.61,0.8
,47.75,-123.6,0.35
,28.822,91.956,0.2
701,38.37,73.55,0.1
31,38.53,97.68,6.64
,35.941,95.32,0.29
HUIRAHUIRA,-8.758,-77.582,0.19
,28.098,85.966,0.03
,57.3,-128.31,0.13
,57.282,-129.637,0.36
,28.82,90.316,0.26
3,43.97,83.07,0.04
,35.926,78.978,0.35
392,42.53,44,0.1
,67.8,-154.367,0.41
127,41.57,78.7,0.1
612,73.1,53.8,2.3
218,42.04,78.05,0.7
135,41.01,76.72,0.4
57,41.39,77.05,0.5
,28.956,86.059,0.15
,46.008,8.042,0.1
,35.493,74.904,0.692
,31.477,94.897,0.29
,61.174,-139.794,0.04
,56.816,-130.235,0.16
,32.307,77.618,1.015
,61.046,-140.115,1.69
,65.61,-52.91,0.1
,47.483,-120.9,0.13
143,37.83,72.5,1
71,42.57,83.07,0.22
,36.783,77.84,1.13
36,44.07,83.23,0.1
,35.957,80.821,0.21
107,42.2,70.86,0.1
54,42.52,81.78,0.16
,-44.18,168.818,0.054
,-40.938,-71.833,0.175
,28.137,92.554,0.2
,61.368,-140.8,9.78
,46.519,9.73,0.1
,32.504,79.501,0.23
,35.82,73.146,0.272
,27.939,88.107,0.4
313,38.8,72.43,0.1
,57.442,-128.913,0.15
,77.238,-80.702,0.2
,35.589,82.278,10.19
,69.167,-144.15,0.91
,60.224,-137.567, 
,36.597,77.684,3.28
TAZLINA,61.5,-146.58,432.97
,31.017,93.317,0.27
30,42,80.7,0.22
ANGELES E,-39.8,-71.457,0.21
,28.129,86.805,0.14
,30.01,84.864,0.15
,57.234,-128.376,0.05
,36.88,84.917,0.43
CRODA ROSSA,46.643,12.149,0.27
,31.661,99.621,0.3
2,39.42,98.13,0.11
Znosko Glacier,-62.1005,-58.4865, 
,30.966,82.555,0.57
,56.735,-130.294,0.62
,56.787,-130.385,0.03
,32.413,77.427,1.342
,33.437,90.794,0.14
,29.809,81.556,0.27
,-43.173,170.904,0.036
34,41.03,77.6,0.7
,-16.3,-67.667,0.02
No 9,50.368,87.798,0.5
,31.078,81.442,0.09
1,80.38,53.37,0.2
,31.872,77.798,0.487
,29.58,87.424,0.06
197,39.92,72.43,0.8
,66.11,-52.33,15.98
58,42.02,72.26,0.1
,56.494,-131.194,5.6
2,38.55,97.9,0.04
,-67.9282,-66.9407, 
36,42.08,80.9,1.28
93,42.1,78.59,0.4
,30.255,79.757,0.17
,35.264,76.827,2.59
/SULITJ,67.268,15.931,0.33
38,40.96,74.04,0.1
2,42.22,81.62,0.2
5,43.7,85.58,0.06
,33.6,81.908,0.64
,35.172,75.124,0.114
9,38.03,95.33,1.84
,34.176,79.039,0.778
,32.998,76.975,0.174
,59.699,-137.854, 
,65.63,-51.8,1.12
,30.371,94.279,0.25
,36.537,-118.462,0.17
,60.602,-138.352, 
,30.864,93.691,0.1
,68.4,-148.717,0.23
,29.89,96.322,0.3
,38.007,-119.313,0.01
,37.51,90.344,0.3
94,61.85,171.67,0.1
,68.55,-147.117,0.57
,-43.39,170.291,0.188
,30.821,93.689,0.06
,35.859,76.798,1.19
390,37.25,73.72,2
,29.82,89.317,0.5
46,42.62,81.58,0.22
,32.457,92.851,1.36
,30.174,90.379,0.3
,36.279,91.84,1.5
,31.478,80.282,0.9
,79.15,14.283,3.2
,-44.122,169.005,0.033
745,37.92,72.17,0.5
,29.137,82.764,0.12
,36.277,91.758,0.22
,27.934,88.289,0.12
,61.307,-140.091,0.2
,28.192,92.681,0.3
,30.331,88.356,0.72
,27.766,87.651,0.08
Cerro Cono 2,-47.75,-72.267,1.1
,32.823,81.096,0.63
179,42.07,78.89,1.7
634,39.08,68.57,0.5
,59.493,-136.531, 
,60.362,-137.391, 
,35.534,77.693,0.25
,36.66,76.77,0.46
,28.468,85.372,0.55
Srangbar goh Gl,32.651,77.153,0.44
AVIOLO,46.175,10.436,0.36
COSTE ROUGE,44.888,6.343,0.38
,27.864,86.939,0.59
/  AURA,62.533,8.264,0.23
30,54.07,96.4,0.3
,27.767,89.297,0.467
,32.012,78.875,0.68
,30.562,95.34,2.9
,57.564,-129.899,0.1
,35.606,77.356,3.93
,29.556,90.481,0.12
,31.247,93.459,0.1
,46.742,8.828,0.04
,29.728,93.447,1.7
4,42.68,83.2,1.24
,-43.471,170.338,0.043
25,58.5,161.07,1
6,80.45,54.02,0.9
189,39.25,70.37,0.5
,59.51,-136.908, 
6,81.72,58.28,2.2
44,79.68,97.43,20.3
80,41.27,77.26,0.2
,36.29,78.663,0.46
POINTES DES AIGL,44.988,6.317,0.03
269,42.08,79.31,0.2
,29.223,97.283,32.48
Baudissin-Schmidt Gl,-53.05,73.454,9.646
4,38.6,97.35,0.11
2,44.27,83.02,0.15
122,45.07,80.03,1
30,39.18,70.07,0.2
,59.905,-136.144, 
,-33.046,-70.09,0.01
32,42.6,81.17,0.11
/ROMBKE,68.382,17.872,0.08
,68.469,-68.17,0.672
,45.987,7.679,0.15
Miniques 01,-23.817,-67.75,0.03
,29.802,96.293,2
,30.071,89.717,0.05
,70.2,-53.66,0.38
42,42.42,80.5,0.22
,37.263,90.833,0.27
,29.792,96.23,1.6
,31.768,94.922,0.07
,-43.905,169.758,0.025
SUE.SCHRANKAR,47.057,11.105,0.28
142,80.78,50.87,0.2
,36.531,72.283,6.42
105,42.45,81.33,0.96
,57.379,-131.3,0.45
,29.28,96.403,0.2
,60.1,-136.365, 
,30.71,79.197,0.06
,28.847,84.089,0.15
NABLJUDENIJ,73.92,55.87,4.8
,46.526,9.134,0.02
,30.746,93.717,0.3
,32.243,87.472,1.74
,70.26,-51.18,0.41
,32.333,76.964,0.181
,57.097,-131.897,0.02
,57.153,-129.405,0.02
34,43.05,87.1,0.14
121,62.2,141.28,2.8
18,44.87,79.97,0.2
,35.177,75.334,0.6
141,36.83,71.87,0.1
No 107,38.924,71.196,0.1
17,38.68,97.05,0.37
Bilie,30.275,90.25,1.4
,48.417,-121.083,0.08
,56.625,-130.687,0.38
STEINDAL /LYNGEN,69.395,19.867,5.2
,36.873,73.203,3.476
